Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-07322400036,9/19/2017,5462,7Star Liquor & Tobacco Outlet,502 E Ave NW,Cedar Rapids,52405,POINT (-91.680323 41.977958),57,LINN,1022200,100% Agave Tequila,410,Patron Spirits Company,88290,Patron Silver Tequila,12,200,9,13.5,4,54,0.8,0.21
INV-07286800010,9/18/2017,3542,Chuck's Sportsmans Beverage,244 W 4TH ST,St Ansgar,50472,POINT (-92.921298 43.378499),66,Mitchell,1081400,American Schnapps,65,Jim Beam Brands,82610,Dekuyper Hot Damn!,12,1000,7.87,11.81,12,141.72,12,3.17
INV-07225900132,9/13/2017,2614,Hy-Vee #3 Food and Drugstore,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1081200,Cream Liqueurs,305,Mhw LTD,73051,Rumchata Mini,12,500,8.87,13.31,12,159.72,6,1.59
INV-07236300021,9/13/2017,5292,John's Qwik Stop,"814, C Ave",Vinton,52349,POINT (-92.027865 42.163119),6,BENTON,1051100,American Brandies,434,LUXCO INC,55086,Paramount Blackberry Brandy,12,750,5.48,8.22,6,49.32,4.5,1.19
INV-07275800019,9/15/2017,5430,Hiway 20 Liquor & Tobacco,1345 2nd Street South,Webster City,50595,POINT (-93.837409 42.469587),40,HAMILTON,1032200,Imported Flavored Vodka,260,DIAGEO AMERICAS,64511,Ciroc Apple,12,375,9.25,13.88,12,166.56,4.5,1.19
INV-07305900015,9/18/2017,4984,Fast Ave One Stop,2111 Park Ave,Muscatine,52761,POINT (-91.030306 41.447149),70,MUSCATINE,1031100,American Vodkas,297,Laird & Company,35916,Five O'clock Vodka,12,750,3.37,5.06,12,60.72,9,2.38
INV-07312300056,9/18/2017,2641,Hy-Vee Drugstore / Council Bluffs,757 W Broadway,Council Bluffs,51501,POINT (-95.855054 41.261673),78,POTTAWATTA,1081400,American Schnapps,55,SAZERAC NORTH AMERICA,81124,99 Peppermint Mini,10,600,6,9,5,45,3,0.79
INV-07269400004,9/15/2017,4510,Casey's General Store #1007 / Malvern,701 Main St,Malvern,51551,POINT (-95.585127 41.005672),65,MILLS,1012100,Canadian Whiskies,55,SAZERAC NORTH AMERICA,12406,Canadian Ltd Whisky,12,750,4.34,6.51,12,72.12,9,2.38
INV-07300000021,9/18/2017,3811,Wal-Mart 1431 / Keokuk,300 North Park Dr,Keokuk,52632,POINT (-91.407263 40.418589),56,LEE,1031200,American Flavored Vodka,380,Phillips Beverage,41692,Uv Blue (raspberry) Vodka,6,1750,10.99,16.49,6,98.94,10.5,2.77
INV-07238400051,9/14/2017,3858,Harolds Jack N Jill / Davenport,6723 NW Blvd Unit 2,Davenport,52806,POINT (-90.609747 41.589369),82,SCOTT,1011200,Straight Bourbon Whiskies,461,Skyy Spirits Inc,77776,Wild Turkey American Honey,12,750,10.5,15.75,2,31.5,1.5,0.4
INV-07293900006,9/18/2017,2538,Hy-Vee Food Store #3 / Waterloo,1422 Flammang Dr,Waterloo,50702,POINT (-92.327917 42.459938),7,BLACK HAWK,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77852,Smirnoff Watermelon,12,750,8.25,12.38,12,148.56,9,2.38
INV-07234000003,9/13/2017,4921,Market Express,5340 16th Ave SW,Cedar Rapids,52404,POINT (-91.739906 41.963888),57,LINN,1032100,Imported Vodkas,370,PERNOD RICARD USA,34004,Absolut Swedish Vodka 80 Prf,24,375,4.99,7.49,5,48.7,1.88,0.5
INV-07321400009,9/19/2017,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402,POINT (-91.668909 42.034799),57,LINN,1062400,Spiced Rum,35,BACARDI USA INC,43205,Bacardi Oakheart,12,750,7.5,11.25,6,67.5,4.5,1.19
INV-07238400026,9/14/2017,3858,Harolds Jack N Jill / Davenport,6723 NW Blvd Unit 2,Davenport,52806,POINT (-90.609747 41.589369),82,SCOTT,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,35318,Barton Vodka,6,1750,6.92,10.38,6,62.28,10.5,2.77
INV-07274200019,9/15/2017,4156,Fareway Stores #412 / Oelwein,102  2nd Ave SE,Oelwein,50662,POINT (-91.910502 42.677024),33,FAYETTE,1062100,Gold Rum,35,BACARDI USA INC,43036,Bacardi Gold Rum,12,750,8.26,12.39,4,49.56,3,0.79
INV-07331000168,9/19/2017,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1082100,Imported Cordials & Liqueur,338,Niche Import Co,65963,Mozart Chocolate Cream Pumpkin Spice Liqueur,6,750,14.5,21.75,6,130.5,4.5,1.19
INV-07298400004,9/18/2017,4752,Gasland / Burlington,1003 Summer St,Burlington,52655,,29,Des Moines,1031200,American Flavored Vodka,205,E & J Gallo Winery,40598,New Amsterdam Red Berry,24,375,3.5,5.25,24,126,9,2.38
INV-07288300008,9/18/2017,2673,Hy-Vee # 6/ Des Moines,420 Court Ave,Des Moines,50309,POINT (-93.62245400000002 41.584842),77,POLK,1031100,American Vodkas,301,FIFTH GENERATION INC,38174,Titos Handmade Vodka,12,375,5.42,8.13,12,97.56,4.5,1.19
INV-07277800014,9/15/2017,5322,Avoca Food Land,212 West Wood St.,Avoca,51521,POINT (-95.33778 41.487428),78,POTTAWATTA,1012100,Canadian Whiskies,300,McCormick Distilling Co.,12668,Canadian Woods Canadian Why,6,1750,9.49,14.24,6,85.44,10.5,2.77
INV-07257600003,9/14/2017,4379,Kum & Go #2091 / Ashworth / WDM,5969 Ashworth Rd,West Des Moines,50266,POINT (-93.790021 41.584385),77,POLK,1062200,White Rum,35,BACARDI USA INC,43121,Bacardi Superior Rum Mini,12,500,5.54,8.31,1,8.31,0.5,0.13
INV-07287700022,9/18/2017,4599,Quik Trip #500 / Hubbell DM,3700 Hubbell Ave,Des Moines,50317,,77,POLK,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26823,Jack Daniels Old #7 Black Lbl,48,200,4.23,6.35,2,12.7,0.4,0.11
INV-07239600150,9/14/2017,4988,Happy's Wine & Spirits,5925 University Ave,Cedar Falls,50613,POINT (-92.429331 42.512766),7,BLACK HAWK,1022100,Mixto Tequila,421,SAZERAC COMPANY  INC,88766,Tortilla White Tequila,12,750,6.2,9.3,3,27.9,2.25,0.59
INV-07334600023,9/19/2017,5176,Smokin' Joe's #15 Tobacco & Liquor O,,,,,,,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25604,Seagrams 7 Crown Bl Whiskey,24,375,3.5,5.25,2,10.5,0.75,0.2
INV-07290200016,9/18/2017,5020,Petromart Stanwood,"1118, Highway 30",Stanwood,52337,POINT (-91.148607 41.888461),16,CEDAR,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,37938,Skol Vodka,6,1750,7.11,10.67,18,192.06,31.5,8.32
INV-07256500015,9/14/2017,5127,Price Chopper  /  Ingersoll,3425 Ingersoll Ave,Des Moines,50312,POINT (-93.663337 41.586313),77,POLK,1062200,White Rum,35,BACARDI USA INC,43126,Bacardi Superior Rum,12,750,8.26,12.39,12,148.68,9,2.38
INV-07273000041,9/15/2017,3721,Wal-Mart 0913 / Decorah,1798 Old Stage Rd,Decorah,52101,POINT (-91.753135 43.290041),96,WINNESHIEK,1031100,American Vodkas,297,Laird & Company,35918,Five O'clock Vodka,6,1750,7.2,10.8,24,259.2,42,11.1
INV-07336300024,9/19/2017,5441,Liquor on the Corner,300 East Main,Cherokee,51012,POINT (-95.547298 42.749597),18,CHEROKEE,1051100,American Brandies,205,E & J Gallo Winery,52581,E & J Vsop Superior Reserve,24,375,3.75,5.63,6,33.78,2.25,0.59
INV-07333600019,9/19/2017,5230,Point Liquor & Tobacco,"3221, Center Point Rd NE",Cedar Rapids,52402,POINT (-91.663629 42.01133),57,LINN,1052100,Imported Brandies,389,REMY COINTREAU USA INC,49086,Remy Martin 1738 Accord Royal,6,750,27.97,41.96,6,247.32,4.5,1.19
INV-07303400062,9/18/2017,5470,Super Saver Liquor of Muscatine,1510 A Isett Ave,Muscatine,52761,POINT (-91.042755 41.440327),70,MUSCATINE,1022200,100% Agave Tequila,395,PROXIMO,87510,1800 Silver Tequila,12,750,15.46,23.19,1,23.19,0.75,0.2
INV-07247900010,9/14/2017,3054,Mcnally's Super Valu,1026 Main,Grinnell,50112,,79,POWESHIEK,1031100,American Vodkas,300,McCormick Distilling Co.,36908,Mccormick Vodka Pet,6,1750,7.47,11.21,6,67.26,10.5,2.77
INV-07336900051,9/19/2017,2576,Hy-Vee Wine and Spirits / Storm Lake,1250 N Lake St,Storm Lake,50588,POINT (-95.200758 42.65318400000001),11,BUENA VIST,1032100,Imported Vodkas,277,STOLI GROUP,34746,Stolichnaya 80prf,12,750,9.99,14.99,2,29.98,1.5,0.4
INV-07305700032,9/18/2017,2662,Hy-Vee Wine & Spirits / Muscatine,"522 Mulberry, Suite A",Muscatine,52761,POINT (-91.04437 41.426615),70,MUSCATINE,1062400,Spiced Rum,260,DIAGEO AMERICAS,1799,Captain Morgan Spiced Barrel,6,1750,18,27,6,162,10.5,2.77
INV-07221300066,9/13/2017,2642,Hy-Vee Wine and Spirits / Pella,512 E Oskaloosa,Pella,50219,POINT (-92.899277 41.396961000000005),63,MARION,1031100,American Vodkas,195,Swell Liquor LLC,38058,Swell Vodka,12,1000,7.18,10.77,12,129.24,12,3.17
INV-07297000011,9/18/2017,4296,Circle B Market,111 Main St,Keosauqua,52565,POINT (-91.962466 40.7294),89,VAN BUREN,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86888,Southern Comfort PET,6,1750,20.26,30.39,6,182.34,10.5,2.77
INV-07322900022,9/19/2017,4836,Kum & Go #52 / Iowa City,25 W Burlington St,Iowa City,52240,POINT (-91.537252 41.657904),52,JOHNSON,1031200,American Flavored Vodka,205,E & J Gallo Winery,40593,New Amsterdam Peach,24,375,3.5,5.25,6,31.5,2.25,0.59
INV-07339100068,9/19/2017,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1032200,Imported Flavored Vodka,115,CONSTELLATION BRANDS INC,33663,Svedka Strawberry Lemonade,12,750,8.25,12.38,5,61.9,3.75,0.99
INV-07333700015,9/19/2017,5254,Discount Liquor,2933 1st Ave SE,Cedar Rapids,52402,POINT (-91.63487100000002 42.007104),57,LINN,1052100,Imported Brandies,420,MOET HENNESSY USA,48105,Hennessy VS,12,375,10.49,15.74,12,184.32,4.5,1.19
INV-07276300010,9/15/2017,3654,The Beverage Shop / Belmond,207 E Main St,Belmond,50421,POINT (-93.615247 42.845901),99,WRIGHT,1012100,Canadian Whiskies,434,LUXCO INC,13037,Canadian Reserve Whisky,12,1000,5.31,7.97,12,95.64,12,3.17
INV-07323400010,9/19/2017,3565,Hartig Drug Store #10,701 Mormon Trek Blvd,Iowa City,52246,POINT (-91.574025 41.651984),52,JOHNSON,1041100,American Dry Gins,260,DIAGEO AMERICAS,30318,Gordon's Gin London Dry - Pet,6,1750,11,16.5,6,99,10.5,2.77
INV-07227900172,9/13/2017,2621,Hy-Vee Food Store #3 / Sioux City,3301 Gordon Dr,Sioux City,51105,POINT (-96.364108 42.487752),97,WOODBURY,,,421,SAZERAC COMPANY  INC,100015,Fireball Bag in Box,3,3500,30,45,1,45,3.5,0.92
INV-07315500086,9/18/2017,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1052100,Imported Brandies,65,Jim Beam Brands,47776,Courvoisier Vsop Cognac,12,750,20.99,31.49,4,125.96,3,0.79
INV-07247200028,9/14/2017,5102,Wilkie Liquors,724 1st  St  SE,Mount Vernon,52314,POINT (-91.410401 41.918328),57,LINN,1062400,Spiced Rum,260,DIAGEO AMERICAS,43337,Captain Morgan Spiced Rum,12,1000,11.75,17.63,180,3173.4,180,47.55
INV-07264500020,9/15/2017,4092,Fareway Stores #077 / Norwalk,1711 Sunset Dr,Norwalk,50211,POINT (-93.675528 41.483259),91,WARREN,1071100,Cocktails /RTD,55,SAZERAC NORTH AMERICA,57148,Chi-Chi's Margarita W/tequila,6,1750,6.5,9.75,6,58.5,10.5,2.77
INV-07341700024,9/20/2017,2564,Hy-Vee Food Store #4 / Waterloo,4000 University,Waterloo,50701,POINT (-92.403843 42.505197),7,BLACK HAWK,1062200,White Rum,434,LUXCO INC,45278,Paramount White Rum,6,1750,7.84,11.76,12,141.12,21,5.55
INV-07343200017,9/20/2017,2559,Hy-Vee Food Store / Albia,301 Hwy. 34 West,Albia,52531,POINT (-92.810772 41.015469),68,MONROE,1022100,Mixto Tequila,395,PROXIMO,87408,Jose Cuervo Especial Silver,12,750,11.07,16.61,3,49.83,2.25,0.59
INV-07277300033,9/15/2017,4015,Wal-Mart 0749 / Ames,3015 Grand Ave,Ames,50010,POINT (-93.62068300000001 42.05242),85,STORY,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11776,Black Velvet,12,750,5.23,7.85,12,94.2,9,2.38
INV-14771700012,10/2/2018,4684,Indy 66 #928 / Indianola,1201 N Jefferson,Indianola,50125,,91,WARREN,1011100,Blended Whiskies,65,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11,16.5,6,99,10.5,2.77
INV-07291700079,9/18/2017,3868,Wal-Mart 3630 / Marion,5491 Business Hwy 151,Marion,52302,,57,LINN,1081200,Cream Liqueurs,305,Mhw LTD,73055,Rumchata,12,750,12.5,18.75,12,225,9,2.38
INV-07299400067,9/18/2017,4794,Smokin' Joe's #17 Tobacco and Liquor Outlet,110 S Roosevelt Hwy 61,Burlington,52601,POINT (-91.141203 40.80943700000001),29,DES MOINES,1031100,American Vodkas,300,McCormick Distilling Co.,36901,McCormick Vodka Mini,6,500,4.7,7.05,1,7.05,0.5,0.13
INV-07251300042,9/14/2017,5162,Urbandale Liquor,"6401, Douglas Ave",Urbandale,50322,POINT (-93.705732 41.629411),77,POLK,1022200,100% Agave Tequila,370,PERNOD RICARD USA,88186,Olmeca Altos Plata,6,750,12.49,18.74,3,56.22,2.25,0.59
INV-07224600017,9/13/2017,3776,Wal-Mart 5115 / Davenport,3101 West Kimberly Rd,Davenport,52806,POINT (-90.620069 41.559268),82,SCOTT,1031100,American Vodkas,205,E & J Gallo Winery,36969,New Amsterdam Vodka,12,750,7.5,11.25,12,135,9,2.38
INV-07256200003,9/14/2017,2248,Ingersoll Liquor and Beverage,3500 Ingersoll Ave,Des Moines,50312,POINT (-93.664182 41.586319),77,POLK,1901200,Special Order Items,260,DIAGEO AMERICAS,903475,White Horse Scotch,12,750,8.68,13.02,12,156.24,9,2.38
INV-07274500013,9/15/2017,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1011600,Straight Rye Whiskies,306,MISSISSIPPI RIVER DISTIL,27027,Cody Road Rye,6,750,19.17,28.76,2,57.52,1.5,0.4
INV-07288800003,9/18/2017,4343,Best Food Mart / Des Moines,4028 NE 14th St,Des Moines,50313,POINT (-93.600504 41.633983),77,POLK,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,37936,Skol Vodka,12,750,3.64,5.46,12,65.52,9,2.38
INV-07227800025,9/13/2017,4879,Sam's Mini Mart / Morningside Ave Sioux City,4218 MORNINGSIDE AVE,Sioux City,51106,POINT (-96.352851 42.47063),97,WOODBURY,1031100,American Vodkas,300,McCormick Distilling Co.,36886,Mccormick Vodka,12,750,3.31,4.97,24,119.28,18,4.76
INV-07315300007,9/18/2017,4654,KUM & GO #510 / STUART,629 S Division St,Stuart,50250,POINT (-94.318482 41.496773),1,Adair,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86886,Southern Comfort,12,750,10.33,15.5,12,186,9,2.38
INV-07311400033,9/18/2017,2573,Hy-Vee Food Store / Muscatine,2400 2nd Ave,Muscatine,52761,POINT (-91.035138 41.451349),70,MUSCATINE,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11297,Crown Royal Canadian Whisky,12,1000,18.89,28.34,24,680.16,24,6.34
INV-07258800075,9/14/2017,2648,Hy-Vee #4 / Wdm,555 S 51st St,West Des Moines,50265,POINT (-93.773557 41.561197),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64865,Fireball Cinnamon Whiskey PET,12,750,8.98,13.47,24,323.28,18,4.76
INV-07332100025,9/19/2017,5126,Price Chopper  /  Merle Hay,4343 Merle Hay Rd,Des Moines,50310,POINT (-93.697647 41.63740800000001),77,POLK,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,37938,Skol Vodka,6,1750,7.11,10.67,12,128.04,21,5.55
INV-07317900008,9/19/2017,4757,EZ Mart / Bondurant,1111 SE Lincoln St,Bondurant,50035,POINT (-93.457069 41.692534),77,POLK,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11771,Black Velvet Mini,10,600,6.8,10.2,1,10.2,0.6,0.16
INV-07335700018,9/19/2017,3932,Main Street Spirits / Mapleton,311 Main St,Mapleton,51034,POINT (-95.79375 42.165915),67,MONONA,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10807,Crown Royal Regal Apple,12,750,15.59,23.39,3,70.17,2.25,0.59
INV-07269300004,9/15/2017,4042,Lake Ohana Market / Mineola,23226 Centre Dr,Glenwood,51534,POINT (-95.742414 41.130204),65,MILLS,1062200,White Rum,55,SAZERAC NORTH AMERICA,44217,Barton Rum Light,12,1000,4,6,12,72,12,3.17
INV-07281700009,9/15/2017,4186,H and A Mini Mart /BP,5901 FLEUR DR,Des Moines,50321,POINT (-93.644946 41.531145),77,POLK,1011400,Tennessee Whiskies,85,Brown Forman Corp.,86692,Jack Daniel's Tennessee Fire,12,750,15.57,23.36,2,46.72,1.5,0.4
INV-07251300113,9/14/2017,5162,Urbandale Liquor,"6401, Douglas Ave",Urbandale,50322,POINT (-93.705732 41.629411),77,POLK,1051100,American Brandies,115,CONSTELLATION BRANDS INC,53214,Paul Masson Grande Amber Brandy,24,375,3.22,4.83,6,28.98,2.25,0.59
INV-07280000006,9/15/2017,5052,Casey's General Store #3220 / Greenf,"302, SE 6th St",Greenfield,50849,POINT (-94.453264 41.303367),1,ADAIR,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26826,Jack Daniels Old #7 Black Lbl,12,750,15.57,23.36,3,70.08,2.25,0.59
INV-07304300046,9/18/2017,2653,Hy-Vee Wine and Spirits / Washington,1004 W Madison St,Washington,52353,POINT (-91.704567 41.296576),92,WASHINGTON,1012100,Canadian Whiskies,434,LUXCO INC,13037,Canadian Reserve Whisky,12,1000,5.31,7.97,3,23.91,3,0.79
INV-07338300003,9/19/2017,4408,KUM & GO #2217 / BOONE,315 Story St,Boone,50036,POINT (-93.879991 42.058784),8,BOONE,1081400,American Schnapps,434,LUXCO INC,81206,Paramount Peppermint Schnapps,12,750,4,6,12,72,9,2.38
INV-07339100194,9/19/2017,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613,POINT (-92.435236 42.512789),7,BLACK HAWK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86888,Southern Comfort PET,6,1750,20.26,30.39,6,182.34,10.5,2.77
INV-07222500074,9/13/2017,2543,Hy-Vee Food Store #1 / Ottumwa,,,,,,,1052100,Imported Brandies,389,REMY COINTREAU USA INC,49189,Remy Martin VSOP,24,200,6.48,9.72,4,36.96,0.8,0.21
INV-07343800011,9/20/2017,3660,Wal-Mart 2935 / Knoxville,814 W Bell Ave,Knoxville,50138,POINT (-93.106728 41.306176),63,MARION,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11788,Black Velvet,6,1750,10.45,15.68,12,188.16,21,5.55
INV-07289800055,9/18/2017,5236,"Giggle Juice Liquor Station, LLC",600 W Main St,Anamosa,52205,POINT (-91.29083400000002 42.108203),53,JONES,1062500,Flavored Rum,260,DIAGEO AMERICAS,43219,Captain Morgan Parrot Bay Orange DISCO,12,750,7.49,11.24,1,11.24,0.75,0.2
INV-07322400033,9/19/2017,5462,7Star Liquor & Tobacco Outlet,502 E Ave NW,Cedar Rapids,52405,POINT (-91.680323 41.977958),57,LINN,1022100,Mixto Tequila,395,PROXIMO,89193,Jose Cuervo Especial Reposado Tequila,48,200,3,4.5,48,216,9.6,2.54
INV-07340400009,9/19/2017,4840,Independence Ave Liquor & Food / Waterloo,1761 Independence Ave,Waterloo,50707,POINT (-92.302514 42.498404),7,Black Hawk,1031100,American Vodkas,260,DIAGEO AMERICAS,37991,Smirnoff 80prf Mini,12,500,7.47,11.21,1,11.21,0.5,0.13
INV-07310900013,9/18/2017,3964,Sioux Food Center of Sioux Rapids,621 Hwy 71,Sioux Rapids,50585,POINT (-95.152677 42.888845),11,BUENA VIST,1062400,Spiced Rum,260,DIAGEO AMERICAS,43337,Captain Morgan Spiced Rum,12,1000,11.75,17.63,2,35.26,2,0.53
INV-07264100096,9/15/2017,2620,Hy-Vee / Windsor Heights,7101 University Ave,Windsor Heights,50311,,77,Polk,1062500,Flavored Rum,370,PERNOD RICARD USA,43536,Malibu Pineapple Upside Down Cake DISCO,12,750,7.49,11.24,2,22.48,1.5,0.4
INV-07301000001,9/18/2017,5108,Tobacco 4 Less / State St,1032 State St,Bettendorf,52722,POINT (-90.518562 41.5251),82,SCOTT,1022200,100% Agave Tequila,410,Patron Spirits Company,88290,Patron Silver Tequila,12,200,9,13.5,12,162,2.4,0.63
INV-07238200016,9/14/2017,4694,Rina Mart LLC / Davenport,"3815, West Kimberly Rd",Davenport,52806,POINT (-90.631357 41.561712),82,SCOTT,1011100,Blended Whiskies,65,Jim Beam Brands,24453,Kessler Blend Whiskey,48,200,1.83,2.75,48,132,9.6,2.54
INV-07345400014,9/20/2017,5298,DeWitt Travel Mart,"630, 6th Ave",DeWitt,52742,POINT (-90.538952 41.821779),23,CLINTON,1032100,Imported Vodkas,260,DIAGEO AMERICAS,34457,Ketel One Imported Vodka,12,1000,16.5,24.75,12,297,12,3.17
INV-07296800002,9/18/2017,3803,Strawberry Foods and Deli,128 W Mission,Strawberry Point,52076,POINT (-91.535736 42.683731),22,CLAYTON,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86888,Southern Comfort PET,6,1750,20.26,30.39,6,182.34,10.5,2.77
INV-07318600035,9/19/2017,2636,Hy-Vee Wine and Spirits / Hubbell,2310 Hubbell Ave,Des Moines,50317,POINT (-93.573845 41.604312),77,POLK,1042100,Imported Dry Gins,240,William Grant & Sons Inc,28625,Hendrick's Gin,6,750,17.92,26.88,6,161.28,4.5,1.19
INV-07310900007,9/18/2017,3964,Sioux Food Center of Sioux Rapids,621 Hwy 71,Sioux Rapids,50585,POINT (-95.152677 42.888845),11,BUENA VIST,1032100,Imported Vodkas,370,PERNOD RICARD USA,34003,Absolut Swedish Vodka 80 Prf,24,200,2.99,4.49,3,17.97,0.6,0.16
INV-07219700002,9/13/2017,3866,Target Store T-1170 / Ames,320 S Duff,Ames,50010,POINT (-93.61036300000002 42.019875000000006),85,STORY,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64865,Fireball Cinnamon Whiskey PET,12,750,8.98,13.47,12,161.64,9,2.38
INV-07306500127,9/18/2017,3907,Smokin' Joe's #16 Tobacco and Liquor Outlet,1504 Park Ave,Muscatine,52761,POINT (-91.030569 41.442458),70,MUSCATINE,1081400,American Schnapps,65,Jim Beam Brands,82844,Dekuyper Luscious Peachtree,24,375,3.06,4.59,2,9.18,0.75,0.2
INV-07305500022,9/18/2017,5299,Pearl City Tobacco & Liquor Outlet,"200, Green Street",Muscatine,52761,POINT (-91.05788 41.413877),70,MUSCATINE,1082000,Imported Cordials & Liqueurs,192,"Mast-Jagermeister US, Inc",65254,Jagermeister Liqueur,24,375,6.52,9.78,24,234.72,9,2.38
INV-07297200057,9/18/2017,2555,Hy-Vee Food Store / Keokuk,3111 Main,Keokuk,52632,POINT (-91.403752 40.41538),56,LEE,1032100,Imported Vodkas,35,BACARDI USA INC,34422,Grey Goose Vodka,6,1000,22.5,33.75,12,405,12,3.17
INV-07227200042,9/13/2017,3447,Sam's Club 6432 / Sioux City,4201 S. York St.,Sioux City,51106,POINT (-96.37082 42.43407),97,WOODBURY,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64867,Fireball Cinnamon Whiskey,12,1000,11.34,17.01,180,3061.8,180,47.55
INV-07327300023,9/19/2017,2524,Hy-Vee Food Store / Dubuque,3500 Dodge St,Dubuque,52001,,31,DUBUQUE,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11788,Black Velvet,6,1750,10.45,15.68,12,188.16,21,5.55
INV-07322400058,9/19/2017,5462,7Star Liquor & Tobacco Outlet,502 E Ave NW,Cedar Rapids,52405,POINT (-91.680323 41.977958),57,LINN,1052100,Imported Brandies,420,MOET HENNESSY USA,48101,Hennessy Vs Cognac Minis,10,600,28.14,42.21,1,42.21,0.6,0.16
INV-07315300028,9/18/2017,4654,KUM & GO #510 / STUART,629 S Division St,Stuart,50250,POINT (-94.318482 41.496773),1,Adair,1012100,Canadian Whiskies,55,SAZERAC NORTH AMERICA,12404,Canadian Ltd Whisky,24,375,2.05,3.08,24,73.92,9,2.38
INV-07310600009,9/18/2017,3484,Jeff's Foods,110 W Cedar St,Marcus,51035,POINT (-95.808579 42.825681),18,CHEROKEE,1081200,Cream Liqueurs,260,DIAGEO AMERICAS,68037,Baileys Original Irish Cream,12,1000,16.74,25.11,1,24.75,1,0.26
INV-07309400013,9/18/2017,2660,HY-VEE FOOD STORE / SIOUX CENTER,1951 S Main Ave,Sioux Center,51250,POINT (-96.175695 43.056471),84,SIOUX,1012100,Canadian Whiskies,395,PROXIMO,14192,Pendleton Canadian Whisky,12,750,13.1,19.65,3,58.95,2.25,0.59
INV-07226600014,9/13/2017,2637,Hy-Vee #5 / Davenport,2351 W Locust,Davenport,52804,POINT (-90.611972 41.538207),82,SCOTT,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69636,Dr. Mcgillicuddy's Cherry Schnapps,12,750,8.66,12.99,12,155.88,9,2.38
INV-07304300039,9/18/2017,2653,Hy-Vee Wine and Spirits / Washington,1004 W Madison St,Washington,52353,POINT (-91.704567 41.296576),92,WASHINGTON,1011200,Straight Bourbon Whiskies,434,LUXCO INC,16987,Bourbon Supreme Bourbon,12,1000,4.7,7.05,3,21.15,3,0.79
INV-07343800016,9/20/2017,3660,Wal-Mart 2935 / Knoxville,814 W Bell Ave,Knoxville,50138,POINT (-93.106728 41.306176),63,MARION,1031100,American Vodkas,260,DIAGEO AMERICAS,37996,Smirnoff 80prf,12,750,8.25,12.38,12,148.56,9,2.38
INV-14768900003,10/2/2018,4849,C Fresh Market,801 University Ave,Des Moines,50314,POINT (-93.627851 41.600826),77,POLK,1031100,American Vodkas,434,LUXCO INC,36302,Hawkeye Vodka,48,200,1.15,1.73,240,415.2,48,12.68
INV-07319200125,9/19/2017,2527,Hy-Vee Food Store #5 / Des Moines,1107 SE Army Post Rd,Des Moines,50315,POINT (-93.602372 41.526289),77,POLK,1012100,Canadian Whiskies,380,Phillips Beverage,14484,Revel Stoke Roasted Apple,12,750,7.59,11.39,2,22.78,1.5,0.4
